Total Records,Date Range Start,Date Range End,Unique Hexagons,Unique Timestamps,PM2.5 Mean,PM2.5 Median,PM2.5 Std,PM2.5 Min,PM2.5 Max,PM2.5 Coverage,Traffic Mean,Traffic Coverage,Temperature Mean,Temperature Coverage,Complete Records,WHO Annual Exceedance,WHO 24h Exceedance,Japan Standard Exceedance
9457112,2023-07-14 16:00:00+00:00,2025-07-26 05:00:00+00:00,634,16004,8.99863984925313,8.0,7.986714569715508,0.0,4170.0,0.8054824771029464,34.77664682322049,0.9628365403730018,15.795305728293615,0.9613209614097834,0.7737871773116359,54.10553454373809,10.445620185105135,0.5080409325806864
